day_end;start_time;day_of_the_week;domicile;region
Weekday;07:15:00;Monday;At home;Southwest
Weekday;07:15:00;Monday;At home;Southwest
Weekday;07:30:00;Tuesday;At home;Southwest
Weekday;07:30:00;Tuesday;At home;Southwest
Weekday;07:30:00;Tuesday;At home;Southwest
Weekday;07:30:00;Tuesday;At home;Southwest
Weekday;07:30:00;Tuesday;At home;Southwest
Weekday;07:10:00;Tuesday;At home;Southwest
Weekday;07:10:00;Tuesday;At home;Southwest
Weekday;07:10:00;Tuesday;At home;Southwest
Weekday;07:10:00;Tuesday;At home;Southwest
Weekday;07:10:00;Tuesday;At home;Southwest
Weekday;07:10:00;Tuesday;At home;Southwest
Weekend;08:30:00;Saturday;At home;Southwest
Weekend;08:30:00;Saturday;At home;Southwest
Weekend;08:30:00;Saturday;At home;Southwest
Weekend;08:30:00;Saturday;At home;Southwest
Weekend;08:30:00;Saturday;At home;Southwest
Weekend;08:30:00;Saturday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekday;07:00:00;Friday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekend;08:15:00;Saturday;At home;Southwest
Weekday;11:00:00;Tuesday;At home;Southwest
Weekday;11:00:00;Tuesday;At home;Southwest
Weekday;11:00:00;Tuesday;At home;Southwest
Weekday;11:00:00;Tuesday;At home;Southwest
Weekday;11:00:00;Tuesday;At home;Southwest
Weekday;11:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:30:00;Monday;At home;Southeast
Weekday;08:30:00;Monday;At home;Southeast
Weekday;08:30:00;Monday;At home;Southeast
Weekday;08:30:00;Monday;At home;Southeast
Weekday;08:30:00;Monday;At home;Southeast
Weekday;08:30:00;Monday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;09:15:00;Tuesday;At home;Southeast
Weekday;09:15:00;Tuesday;At home;Southeast
Weekday;09:15:00;Tuesday;At home;Southeast
Weekday;09:15:00;Tuesday;At home;Southeast
Weekday;09:15:00;Tuesday;At home;Southeast
Weekend;05:05:00;Saturday;At home;Southeast
Weekend;05:05:00;Saturday;At home;Southeast
Weekend;05:05:00;Saturday;At home;Southeast
Weekend;05:05:00;Saturday;At home;Southeast
Weekend;05:05:00;Saturday;At home;Southeast
Weekend;09:30:00;Sunday;At home;Southeast
Weekend;09:30:00;Sunday;At home;Southeast
Weekend;09:30:00;Sunday;At home;Southeast
Weekday;07:30:00;Monday;At home;Southeast
Weekday;07:30:00;Monday;At home;Southeast
Weekday;07:30:00;Monday;At home;Southeast
Weekday;07:30:00;Monday;At home;Southeast
Weekday;07:30:00;Monday;At home;Southeast
Weekday;08:00:00;Thursday;At home;Southeast
Weekday;08:00:00;Thursday;At home;Southeast
Weekday;08:00:00;Thursday;At home;Southeast
Weekday;08:00:00;Thursday;At home;Southeast
Weekday;08:00:00;Thursday;At home;Southeast
Weekday;05:00:00;Monday;At home;Southeast
Weekday;05:00:00;Monday;At home;Southeast
Weekday;05:00:00;Monday;At home;Southeast
Weekday;05:00:00;Monday;At home;Southeast
Weekday;05:00:00;Monday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekend;05:00:00;Sunday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekend;12:00:00;Sunday;At home;Southeast
Weekday;09:00:00;Monday;At home;Southeast
Weekday;09:00:00;Monday;At home;Southeast
Weekday;09:00:00;Monday;At home;Southeast
Weekday;09:00:00;Monday;At home;Southeast
Weekday;09:00:00;Monday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekend;08:30:00;Sunday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;08:30:00;Wednesday;At home;Southeast
Weekday;07:45:00;Wednesday;At home;Southeast
Weekday;07:45:00;Wednesday;At home;Southeast
Weekday;07:45:00;Wednesday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekday;07:30:00;Thursday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Monday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekday;07:00:00;Thursday;At home;Southeast
Weekend;06:45:00;Sunday;At home;Southeast
Weekend;06:45:00;Sunday;At home;Southeast
Weekend;06:45:00;Sunday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekday;05:30:00;Thursday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekend;08:00:00;Sunday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekday;06:00:00;Monday;At home;Southeast
Weekend;07:00:00;Saturday;At home;Northwest
Weekend;07:00:00;Saturday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekday;06:45:00;Thursday;At home;Northwest
Weekday;06:45:00;Thursday;At home;Northwest
Weekend;06:45:00;Saturday;At home;Northwest
Weekend;06:45:00;Saturday;At home;Northwest
Weekend;06:45:00;Saturday;At home;Northwest
Weekend;06:45:00;Saturday;At home;Northwest
Weekday;07:45:00;Friday;At home;Northwest
Weekday;07:45:00;Friday;At home;Northwest
Weekday;07:45:00;Friday;At home;Northwest
Weekday;07:45:00;Friday;At home;Northwest
Weekday;07:45:00;Friday;At home;Northwest
Weekday;08:30:00;Wednesday;At home;Northwest
Weekday;08:30:00;Wednesday;At home;Northwest
Weekday;08:30:00;Wednesday;At home;Northwest
Weekday;07:00:00;Friday;At home;Northwest
Weekday;07:00:00;Friday;At home;Northwest
Weekday;07:00:00;Friday;At home;Northwest
Weekday;07:00:00;Friday;At home;Northwest
Weekend;07:45:00;Saturday;At home;Northwest
Weekend;07:45:00;Saturday;At home;Northwest
Weekend;07:45:00;Saturday;At home;Northwest
Weekend;07:45:00;Saturday;At home;Northwest
Weekday;09:00:00;Tuesday;Out of home;Northwest
Weekday;09:00:00;Tuesday;Out of home;Northwest
Weekday;09:00:00;Tuesday;Out of home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;NA;Saturday;NA;Northwest
Weekday;07:45:00;Tuesday;At home;Northwest
Weekday;07:45:00;Tuesday;At home;Northwest
Weekday;07:45:00;Tuesday;At home;Northwest
Weekday;07:45:00;Tuesday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Thursday;At home;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekday;07:45:00;Monday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekday;07:40:00;Thursday;At home;Northwest
Weekday;07:40:00;Thursday;At home;Northwest
Weekday;07:40:00;Thursday;At home;Northwest
Weekday;07:40:00;Thursday;At home;Northwest
Weekday;07:40:00;Thursday;At home;Northwest
Weekday;07:40:00;Thursday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekend;08:15:00;Sunday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Tuesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekday;08:30:00;Monday;At home;Northwest
Weekday;08:30:00;Monday;At home;Northwest
Weekday;08:30:00;Monday;At home;Northwest
Weekday;08:30:00;Monday;At home;Northwest
Weekday;08:30:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;NA;Wednesday;NA;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;10:00:00;Tuesday;At home;Northwest
Weekday;08:00:00;Thursday;At home;West
Weekday;08:00:00;Thursday;At home;West
Weekday;08:00:00;Thursday;At home;West
Weekday;08:00:00;Thursday;At home;West
Weekday;08:00:00;Thursday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:20:00;Tuesday;At home;West
Weekday;08:20:00;Tuesday;At home;West
Weekday;08:20:00;Tuesday;At home;West
Weekday;08:20:00;Tuesday;At home;West
Weekday;08:30:00;Thursday;At home;West
Weekday;08:30:00;Thursday;At home;West
Weekday;08:30:00;Thursday;At home;West
Weekday;08:30:00;Thursday;At home;West
Weekend;08:00:00;Saturday;At home;West
Weekend;08:00:00;Saturday;At home;West
Weekend;08:00:00;Saturday;At home;West
Weekend;08:00:00;Saturday;At home;West
Weekday;07:30:00;Thursday;At home;West
Weekday;07:30:00;Thursday;At home;West
Weekday;07:30:00;Thursday;At home;West
Weekday;07:30:00;Thursday;At home;West
Weekday;07:30:00;Thursday;At home;West
Weekday;07:40:00;Wednesday;At home;West
Weekday;07:40:00;Wednesday;At home;West
Weekend;NA;Sunday;NA;West
Weekend;08:45:00;Saturday;At home;West
Weekend;08:45:00;Saturday;At home;West
Weekend;08:45:00;Saturday;At home;West
Weekend;08:45:00;Saturday;At home;West
Weekend;08:45:00;Saturday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekday;09:00:00;Tuesday;At home;West
Weekend;07:15:00;Sunday;At home;West
Weekend;07:15:00;Sunday;At home;West
Weekend;07:15:00;Sunday;At home;West
Weekend;07:15:00;Sunday;At home;West
Weekday;07:15:00;Monday;At home;West
Weekday;07:15:00;Monday;At home;West
Weekday;07:30:00;Monday;At home;West
Weekday;07:30:00;Monday;At home;West
Weekend;08:15:00;Saturday;At home;Center
Weekend;08:15:00;Saturday;At home;Center
Weekday;06:15:00;Thursday;At home;Center
Weekday;06:15:00;Thursday;At home;Center
Weekday;06:20:00;Thursday;At home;Center
Weekday;06:20:00;Thursday;At home;Center
Weekday;07:40:00;Tuesday;Out of home;Center
Weekday;07:40:00;Tuesday;Out of home;Center
Weekday;07:40:00;Tuesday;Out of home;Center
Weekday;07:30:00;Monday;At home;Center
Weekday;07:30:00;Monday;At home;Center
Weekday;07:30:00;Monday;At home;Center
Weekday;07:30:00;Monday;At home;Center
Weekend;05:30:00;Sunday;At home;Center
Weekend;05:30:00;Sunday;At home;Center
Weekend;05:30:00;Sunday;At home;Center
Weekend;05:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekday;08:15:00;Tuesday;At home;Center
Weekend;08:25:00;Saturday;At home;Center
Weekend;08:25:00;Saturday;At home;Center
Weekend;08:25:00;Saturday;At home;Center
Weekend;08:25:00;Saturday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekday;08:20:00;Wednesday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekday;08:30:00;Tuesday;At home;Center
Weekday;08:30:00;Tuesday;At home;Center
Weekday;08:30:00;Tuesday;At home;Center
Weekday;08:30:00;Tuesday;At home;Center
Weekday;08:30:00;Tuesday;At home;Center
Weekday;08:30:00;Tuesday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;09:45:00;Friday;At home;Center
Weekday;09:45:00;Friday;At home;Center
Weekday;09:30:00;Tuesday;At home;Center
Weekday;09:30:00;Tuesday;At home;Center
Weekend;NA;Saturday;NA;Center
Weekend;07:15:00;Saturday;At home;Center
Weekend;07:15:00;Saturday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekend;08:20:00;Sunday;At home;West
Weekend;08:20:00;Sunday;At home;West
Weekend;08:20:00;Sunday;At home;West
Weekday;08:15:00;Thursday;At home;West
Weekday;08:15:00;Thursday;At home;West
Weekday;08:15:00;Thursday;At home;West
Weekday;08:15:00;Thursday;At home;West
Weekday;08:15:00;Thursday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;06:45:00;Monday;At home;West
Weekday;06:45:00;Monday;At home;West
Weekday;06:45:00;Monday;At home;West
Weekday;06:45:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:20:00;Monday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekday;07:23:00;Tuesday;At home;West
Weekend;08:30:00;Sunday;Out of home;West
Weekend;08:30:00;Sunday;Out of home;West
Weekend;08:30:00;Sunday;Out of home;West
Weekend;08:30:00;Sunday;Out of home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekday;08:00:00;Tuesday;At home;West
Weekend;06:15:00;Sunday;At home;West
Weekend;06:15:00;Sunday;At home;West
Weekend;06:15:00;Sunday;At home;West
Weekend;06:15:00;Sunday;At home;West
Weekend;06:15:00;Sunday;At home;West
Weekend;09:30:00;Saturday;At home;West
Weekday;09:30:00;Wednesday;At home;West
Weekday;10:00:00;Tuesday;At home;West
Weekday;10:00:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Tuesday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekday;08:30:00;Friday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:30:00;Sunday;At home;West
Weekend;08:45:00;Sunday;At home;West
Weekend;08:45:00;Sunday;At home;West
Weekday;06:20:00;Monday;At home;West
Weekday;06:20:00;Monday;At home;West
Weekday;06:20:00;Monday;At home;West
Weekday;06:30:00;Monday;At home;West
Weekday;06:30:00;Monday;At home;West
Weekday;08:10:00;Thursday;At home;Southwest
Weekday;08:10:00;Thursday;At home;Southwest
Weekday;08:10:00;Thursday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekend;09:00:00;Sunday;At home;Southwest
Weekday;07:00:00;Tuesday;Out of home;Southwest
Weekday;07:00:00;Tuesday;Out of home;Southwest
Weekday;07:00:00;Tuesday;Out of home;Southwest
Weekday;07:00:00;Tuesday;Out of home;Southwest
Weekday;07:00:00;Tuesday;Out of home;Southwest
Weekday;07:00:00;Tuesday;Out of home;Southwest
Weekday;09:30:00;Thursday;At home;Southwest
Weekday;09:30:00;Thursday;At home;Southwest
Weekday;09:30:00;Thursday;At home;Southwest
Weekday;09:30:00;Thursday;At home;Southwest
Weekday;09:30:00;Thursday;At home;Southwest
Weekday;09:30:00;Thursday;At home;Southwest
Weekend;11:00:00;Sunday;Out of home;Southwest
Weekend;11:00:00;Sunday;Out of home;Southwest
Weekend;11:00:00;Sunday;Out of home;Southwest
Weekend;11:00:00;Sunday;Out of home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekday;08:00:00;Tuesday;At home;Southwest
Weekend;NA;Saturday;NA;Central East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;08:30:00;Thursday;At home;Central East
Weekday;08:30:00;Thursday;At home;Central East
Weekday;08:30:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;06:45:00;Friday;At home;Central East
Weekend;05:45:00;Sunday;At home;Central East
Weekend;05:45:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekend;08:00:00;Sunday;At home;Central East
Weekday;08:30:00;Tuesday;At home;Central East
Weekday;08:30:00;Tuesday;At home;Central East
Weekday;08:30:00;Tuesday;At home;Central East
Weekday;08:30:00;Tuesday;At home;Central East
Weekday;08:05:00;Tuesday;At home;Central East
Weekday;08:05:00;Tuesday;At home;Central East
Weekday;08:05:00;Tuesday;At home;Central East
Weekday;08:05:00;Tuesday;At home;Central East
Weekday;09:45:00;Monday;At home;Central East
Weekday;09:45:00;Monday;At home;Central East
Weekday;09:45:00;Monday;At home;Central East
Weekday;09:45:00;Monday;At home;Central East
Weekday;10:00:00;Monday;At home;Central East
Weekday;10:00:00;Monday;At home;Central East
Weekday;10:00:00;Monday;At home;Central East
Weekday;10:00:00;Monday;At home;Central East
Weekend;10:15:00;Sunday;At home;Central East
Weekend;10:15:00;Sunday;At home;Central East
Weekend;10:15:00;Sunday;At home;Central East
Weekend;10:15:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekend;11:00:00;Sunday;At home;Central East
Weekday;07:45:00;Wednesday;At home;Central East
Weekday;07:45:00;Wednesday;At home;Central East
Weekday;07:45:00;Wednesday;At home;Central East
